over,short_text,long_text
0.4,"Barinder Sran to Guptill, no run","Sran hits a splice-jarring length outside off, Guptill riding the bounce to guide to point"
0.3,"Barinder Sran to Guptill, no run",and Guptill opts to start with that rarest of T20 strokes - the leave outside off
0.2,"Barinder Sran to Saha, 1 run","good riposte! Sran bends his back to gain some lift at a shade under 140km/h, Saha hopping to fend through gully"
0.1,"Barinder Sran to Saha, FOUR runs","and Wriddhiman's away with a boundary! The ball is full and wide, and he manages to squeeze it away behind point, and wide of third man, for runs straight away"
19.6,"Ahmed to Krunal, 2 runs","fuller on the stumps, hits it towards long-on, a fumble there by the fielder allows the second run"
19.5,"Ahmed to Krunal, SIX runs","too short this time and Krunal doesn't miss out, pulls it over deep midwicket to take the side to 160. The midwicket had come up for Krunal"
19.4,"Ahmed to de Kock, 1 run","short of length around off, de Kock gets it from the middle of the bat this time but cannot find a gap, a single to deep midwicket"
19.3,"Ahmed to Krunal, 1 run","a low full toss on the pads, flicked away towards deep-backward square leg"
19.2,"Ahmed to de Kock, 1 run","a full toss outside off, slices it towards deep point, but only a single"
19.1,"Ahmed to Pollard, OUT","a slower length ball on the stumps, Pollard fails to pick it and was early into the pull, ends up skying it towards square leg, Abhishek Sharma charges in from the deep and takes it diving forward"
18.6,"Bhuvneshwar to Pollard, 1 run","short of length outside off, Pollard plays tennis-like forehand towards midwicket, only a single there"
18.5,"Bhuvneshwar to Pollard, no run","short of length outside off, Pollard was looking to pull it initially but withdraws in the end as it's too wide"
18.4,"Bhuvneshwar to de Kock, 1 run","length ball on the pads, de Kock still struggling with his timing drags it towards deep backward square leg"
18.3,"Bhuvneshwar to de Kock, no run","a slower length ball outside off, de Kock was looking to give himself some room and in the end cannot reach to the ball"
18.2,"Bhuvneshwar to Pollard, 1 run","fuller on the stumps, Pollard gives himself some room and digs it out towards deep midwicket"
18.1,"Bhuvneshwar to de Kock, 1 run","fuller on the stumps, de Kock digs it down the ground, a single to long-off"
17.6,"Rashid Khan to de Kock, 1 run",fuller on the stumps and driven towards long-on for one
17.5,"Rashid Khan to de Kock, FOUR runs","length ball but way down the leg side, de Kock goes for the sweep, doesn't find the middle of the bat but enough on it to run it between the keeper and the short fine leg, was a googly again from Rashid"
17.4,"Rashid Khan to Pollard, 1 run","googly again, on the stumps this time, Pollard goes back and hits it towards long-on"
17.3,"Rashid Khan to Pollard, no run","a googly from Rashid in response, length around off, Pollard punches it towards extra cover where Williamson's slide keeps it a dot"
17.2,"Rashid Khan to Pollard, SIX runs","short of length on the stumps, Pollard goes back and pulls it over long-on, easily done"
17.1,"Rashid Khan to de Kock, 1 run","short of length around off, goes back and pulls it towards deep midwicket for one"
16.6,"Basil to Pollard, no run","short of length outside off, looks to punch it on the off side, instead ends up chopping it into the ground, backward point is quick to the ball and prevents the single"
16.5,"Basil to de Kock, 1 run","short and wide outside off this time, stays back and hits it towards sweeper cover, only a single this time"
16.4,"Basil to de Kock, SIX runs","a juicy full toss on the stumps this time and de Kock doesn't miss out, pulls it over deep midwicket for a 73-metre six"
16.3,"Basil to de Kock, FOUR runs","a low full toss outside off, de Kock opens the face of the bat and manages to just beat the fielder at backward point, gets to his fifty - but off 48 balls - with this boundary"
16.2,"Basil to Pollard, 1 run","length ball around off, stays back and punches it towards long-off"
16.1,"Basil to de Kock, 1 run","fuller around off, right in the slot, de Kock lofts it towards long-on, only a single"
16.1,"Basil to de Kock, (no ball)","a high full toss outside off, de Kock fails to put bat on it. The umpire says too high and that means free-hit coming up"
15.6,"Bhuvneshwar to de Kock, 1 run","length ball on the pads, tucked away towards deep square leg but only a single there"
15.5,"Bhuvneshwar to Pandya, OUT","short of length outside off, Hardik goes for the pull but doesn't middle it and ends up skying towards Nabi at long-off who is well inside the boundary and completes an easy catch"
15.4,"Bhuvneshwar to Pandya, 2 runs","this time to the other side of Vijay Shankar at long-on, puts in the slide to keep it to two. Was fuller around off from Bhuvi this time, Hardik brought his wrists into play"
15.3,"Bhuvneshwar to Pandya, 2 runs","length ball around off, a lofted off drive by Hardik as mid-off was up. The long-on fielder cuts it off to two. Was a knuckle ball from Bhuvi"
15.2,"Bhuvneshwar to de Kock, 1 run","fuller and wider outside off, de Kock opens the face of the bat to run it down towards third man"
15.1,"Bhuvneshwar to Pandya, 1 run","brilliant effort by Guptill near deep square leg boundary, was a length ball around middle, Hardik flicks it away but a full length slide prevents the boundary. In fact, only a single there"
14.6,"Rashid Khan to de Kock, no run","length ball on the stumps, de Kock is really struggling here with his timing, backs away to pull it, inside-edges it on to his pads"
14.5,"Rashid Khan to de Kock, no run","length ball on the stumps, goes for the slog sweep but doesn't middle it, the ball dribbles towards short fine leg"
14.4,"Rashid Khan to Pandya, 1 run","looked like another googly, too full around off, Hardik hits it along the ground towards the left of deep midwicket"
14.3,"Rashid Khan to de Kock, 1 run","a googly, short and outside off, de Kock pulls it towards long-on, only a single once again"
14.2,"Rashid Khan to Pandya, 1 run","tossed up around off but too full, Hardik digs it out towards long-off"
14.1,"Rashid Khan to de Kock, 1 run","length ball around off, de Kock goes back and flicks it behind square for a single"
13.6,"Basil to Pandya, FOUR runs","short of length outside off, Hardik stands tall and smashes it through extra cover for four"
13.5,"Basil to de Kock, 1 run","a full toss around off, de Kock loses his shape while looking to heave it on the leg side, a single to wide long-on"
13.4,"Basil to de Kock, FOUR runs","length ball on the stumps, backs away and pulls it towards wide long-on, the fielder cannot cut it off, de Kock's on 42 off 38 now"
13.3,"Basil to Pandya, 1 run","better from Thampi, short of length outside off, opens the face to steer it towards deep cover"
13.2,"Basil to Pandya, SIX runs","Thampi once again bowls at the batsman, Hardik is standing at the off stump and moves further across and flicks it over deep midwicket, all the way for a six"
13.1,"Basil to Pandya, no run","Sunrisers have gone for the review, for a caught-behind. Fuller and down the leg side, Pandya moves across and goes for the flick. Was there something on it as it passed the batsman? Yes, there was but that's the pad strap. Review lost"
12.6,"M Nabi to de Kock, 2 runs","length ball in the stumps, de Kock was shuffling in the crease and tucks it towards midwicket, he is sprinting back for the second, the throw is not at the stumps but Saha collects and back-flicks to break the wicket but de Kock was well in by then"
12.5,"M Nabi to de Kock, no run","length outside off, goes for the cut but straight towards backward point"
12.4,"M Nabi to Lewis, OUT","and Nabi snares another left-hander. Length ball on the stumps, Lewis, feeling the pressure of three dot balls, goes for the slog sweep but ends up hitting it towards Vijay Shankar at deep midwicket who completes a regulation catch jogging to his left"
12.3,"M Nabi to Lewis, no run","length ball around off, goes for the cut but not enough room, chops it into the ground"
12.2,"M Nabi to Lewis, no run","length around off, punched towards covers off the back foot"
12.1,"M Nabi to Lewis, no run","length ball on the stumps, comes slower off the wicket, lobbed down the wicket"
11.6,"Ahmed to Lewis, 1 run","fuller on the stumps, flicked away towards deep square leg to get off the mark"
11.5,"Ahmed to Lewis, no run","and an appeal for caught-behind but they decide not to review. Length ball down the leg side, Lewis goes for the flick but misses. Looks like the ball brushed Lewis' side on its way to the keeper"
11.4,"Ahmed to Yadav, OUT","fuller and wider, Suryakumar slices it away and it carries all the way towards deep cover where Rashid makes no mistake. A good innings comes to an end, has helped Mumbai stay afloat"
11.3,"Ahmed to de Kock, 1 run","fuller on the stumps this time, worked towards long-on for a single"
11.2,"Ahmed to de Kock, 2 runs",a yorker on the leg stump but de Kock manages to dig it out towards deep square leg for a couple
11.1,"Ahmed to de Kock, SIX runs","and a release shot from de Kock. Length ball on the stumps, de Kock clears his front leg and pulls it over deep square leg for a six, brings up the fifty partnership as well"
10.6,"Rashid Khan to Yadav, no run","a googly outside off, length ball, Suryakumar was looking to dab it fine, gets beaten"
10.5,"Rashid Khan to de Kock, 1 run","a full toss, just outside off, de Kock backs away and hits it towards covers"
10.4,"Rashid Khan to de Kock, 2 leg byes","length ball on the stumps again, de Kock mistimes the pull towards short fine leg, comes back for the second"
10.3,"Rashid Khan to de Kock, no run","length ball on the stumps, de Kock goes back to pull but the ball skids on after pitching, bat-pad and into the ground"
10.2,"Rashid Khan to Yadav, 1 run","fuller outside off, driven towards long-off from the front foot"
