over,short_text,long_text
6.5,"Pollard to Stokes, 1 wide",beaten as he runs down at this. Short and wide and past the tramline
6.4,"Pollard to Samson, 1 run","good length and just outside off, a languid punch down to long-off"
6.3,"Pollard to Stokes, 1 run","full and wide outside off, driven along the ground to sweeper cover"
6.2,"Pollard to Stokes, no run","slower ball, short of a length and past the outside edge as he looks to steer to third man"
6.1,"Pollard to Samson, 1 run","full slower ball outside off, leans in and flicks through midwicket"
5.6,"Krunal to Stokes, FOUR runs","just out of Hardik's reach at deep midwicket. A difficult one but a drop nonetheless, because he had made the ground. Good length ball at middle stump, slices the attempted slog sweep. Hardik runs backwards and to his right, but can't get his hands on it as he lunges. It bounces well inside the line and trickles into the boundary. Looks it like it curved away from him at the end"
5.5,"Krunal to Stokes, FOUR runs",finally threads one. Full and tossed up at off stump. Gets down on the back knee and gets the reverse sweep square of short third man
5.4,"Krunal to Stokes, no run","low full toss wide outside off, slashed straight to cover"
5.3,"Krunal to Stokes, no run","full on leg stump, backs into the leg side for room and drives straight to extra cover"
5.2,"Krunal to Stokes, no run",beaten on the reverse sweep. That was full and across his off stump
5.1,"Krunal to Stokes, 2 runs","good length at leg stump, flicked out to deep midwicket"
4.6,"Pattinson to Samson, no run",good length and at middle stump. Defended to mid-on off the back foot
4.6,"Pattinson to Samson, 1 wide","bouncer down leg side, left alone"
4.5,"Pattinson to Samson, no run",short at leg stump. Awkwardly fended into the leg side. Stokes goes halfway down and then back as Samson refuses the run
4.4,"Pattinson to Smith, OUT",inside edge and onto leg stump! That's a good delivery from Pattinson. Gets it to jag back in off a good length from outside off. Smith is looking to force it through the covers for the initial line and the movement is enough for the ball to take the inside edge. Leg stump if out of the gorund
4.3,"Pattinson to Smith, no run",beaten as he looks for the ramp. Short of a length and climbing over leg stump as Smith steps into the off side
4.2,"Pattinson to Stokes, 1 run",slower full ball at off stump. Front leg out of the way as he check-punches to mid-off
4.1,"Pattinson to Stokes, 2 runs","just clears mid-on. Good length at leg stump, gets big on him as he offers the full face and looks to loft it on the rise"
3.6,"Bumrah to Smith, no run","short of a length and just outside off, beaten on the chop"
3.5,"Bumrah to Smith, SIX runs","hoicked over the square leg boundary! Hangs deep in the crease, waits for the length ball angled into him. Then swishes from from under that, a complete closing of the bat's face. To the point that the bat face is facing the bowler after a full rotation after he completes this shot"
3.4,"Bumrah to Stokes, 1 run","short and going across him. Looks like he wanted to pull that initially, but followed it with his hands. Got decent timing on the push through the off side, but point tumbles to the left and stops"
3.3,"Bumrah to Smith, 1 run",good length and cramped at middle and off. Hurriedly stabs to mid-on
3.2,"Bumrah to Smith, no run","good length and in at off stump, defended off the front foot"
3.1,"Bumrah to Smith, FOUR runs","oh lovely timing! Good length and slanted into the corridor. Forces this drive off the back foot and gets it to Pollard's left at mid-off. He gives chase, puts in the slide and pulls it in. It keeps rolling towards the line with the momentum though and on his second attempt to keep it in, he touches the boundary padding"
2.6,"Boult to Stokes, FOUR runs",sliced past extra cover! Walking into the leg side again. Boult overpitches on a stumps line. Stokes has made plenty of room and drives on the rise. A little uppishly but to the fielder's right
2.5,"Boult to Stokes, FOUR runs","lofted over the bowler. Not off the middle, that sticks in the pitch a little. But it's got enough. Full ball, and the full face offered. Trickles into the padding as mid-off and mid-on give chase"
2.4,"Boult to Stokes, FOUR runs",drilled past the bowler's ankles. He walks into the leg side. Boult follows him with an attempted yorker. Stokes meets it on the full though and punches firmly
2.3,"Boult to Stokes, no run","short of a length outside off, punched into the covers"
2.2,"Boult to Stokes, FOUR runs","good length and into the pads. Walks into that, as he does, and clips it through midwicket"
2.1,"Boult to Stokes, no run","good length at leg stump, defended to mid-on"
1.6,"Pattinson to Smith, no run","short of a length outside off, nicely behind the line to defend off the back foot"
1.5,"Pattinson to Uthappa, OUT",taken at mid-on. Locked on the front foot again. This is a length ball outside off. He wants to shovel that wide of mid-on. But it's off the high part of the bat and floats gently to Pollard's left
1.4,"Pattinson to Uthappa, FOUR runs","full and just outside off, a nice stride forward as he drives elegantly to mid-off's left"
1.3,"Pattinson to Uthappa, no run",good length and cutting into the corridor. Gets forward and pats it to midwicket
1.2,"Pattinson to Uthappa, no run",good length and angled into the corridor. Punched to mid-on
1.1,"Pattinson to Uthappa, FOUR runs",lofted over midwicket. Short of a length and just outside off. He's locked on the front foot but he watches closely and lifts the pull sweetly
0.6,"Boult to Uthappa, 1 run","good length on middle stump, gets the front leg across and pats this uppushly to mid-on's right"
0.5,"Boult to Uthappa, no run",good length and tight at the stumps. Defended down the pitch
0.4,"Boult to Uthappa, no run",good length and swung into the corridor. Punched on the rise to mid-on's left
0.3,"Boult to Uthappa, no run",beaten. Good length and going across off stump as he feels for the one coming into him
0.2,"Boult to Uthappa, 2 runs","leading edge falls short of backward point and the bad bounce sneaks through him. Full and just outside off, looked for the straight drive but brought an angled bat down on that"
0.1,"Boult to Uthappa, 2 runs","good length, and an inswinger outside off. Leans in for the drive. Hard hands get him a thick inside edge to midwicket's right"
19.6,"Kartik Tyagi to Pandya, SIX runs","clubs this over the bowler Unreal hitting arcs on this guy. Completely intimidates the young bowler, who has bowled yet another length ball right at that back leg which is deep in the crease outside off stump. That's the slot for Pandya. And he uses his core strength to hammer it on the up from there"
19.5,"Kartik Tyagi to Pandya, SIX runs","brings up fifty with his sixth six. Short and wide outside off, split stance and then quick hands from under this. He doesn't time it too well but it's wide of long-off and into the boards"
19.4,"Kartik Tyagi to Pandya, FOUR runs","lofted over extra cover. Good length and wide outside off, the back leg is out to give him the reach and he opens the face late. It's off  the low part of the bat but it's in the gap"
19.3,"Kartik Tyagi to Pandya, FOUR runs","slapped to the extra cover boundary. Once again, he puts the back leg into the off side and sets up with a split stance. Tyagi goes short and wide and he chucks the hands at this and gets it over extra cover"
19.2,"Kartik Tyagi to Pandya, SIX runs","clears deep midwicket. Casual. Short of a length ball outside off, he gets the back leg into the off side to get in line of that and pulls it cleanly"
19.1,"Kartik Tyagi to Krunal, 1 run",full and just outside off. Attempted drive comes off the toe-end and trickles down to long-on
18.6,"Archer to Krunal, 1 run","slower short ball outside off, mistimed pull out to deep square"
18.5,"Archer to Krunal, no run","short and just outside off, gets on his toes for the upper cut but is beaten"
18.4,"Archer to Pandya, 1 run","yorker just outside off, chopped straight to point"
18.3,"Archer to Pandya, no run","full and just outside off, wants to pierce the covers with the drive but he hits this straight to extra cover. There was no sweeper"
18.2,"Archer to Krunal, 1 run","yorker at middle stump, jammed into the covers"
18.1,"Archer to Tiwary, OUT","taken at long-on. Low full toss at middle stump, wants to loft it over that fielder but it's come off the low part of the bat and is taken well inside"
17.6,"Rajpoot to Pandya, SIX runs",another full toss and it is sent over square! 27 off Rajpoot's last over. He finishes with 60 off his four. Full toss on leg stump at 133kph. Hardik merely waits and lifts
17.5,"Rajpoot to Pandya, SIX runs",pulls this over vacant fine leg. Shuffles to open up that side of the ground and Rajpoot gives him a thigh-height full toss on leg stump. He simply lifts it with the angle
17.4,"Rajpoot to Pandya, SIX runs","whipped over long-off! This is overpitched outside off, his feet are static but he gets his upper body out on top of the ball as he meets it, and then whips his wrists out at it. That is an ode to the helicopter shot"
17.3,"Rajpoot to Tiwary, 1 run","short and at the body, misses on the attempted pull"
17.2,"Rajpoot to Pandya, 1 run","full and just outside off, drilled along the floor to sweeper cover"
17.1,"Rajpoot to Pandya, SIX runs","high full toss lifted past long-on. Just. It's outside off and his attempted pull is not off the middle of the bat. It is wide of long-on though, and just to his right"
17.1,"Rajpoot to Pandya, 1 wide",yorker just past the tramline outside off
16.6,"Archer to Tiwary, SIX runs","swipes it over the long leg boundary. Lost the radar with this one too, did Jofra. Short and angled into the hips from around the wicket. Tiwary swivels and helps it along"
16.5,"Archer to Tiwary, FOUR runs","full and just outside off, clears the front leg and lifts this straight over the bowler. Jofra missed on the yorker"
16.4,"Archer to Pandya, 1 run","low full toss outside off, driven to long-off's left"
16.3,"Archer to Tiwary, 1 run","yorker at middle stump, jammed down towards long-on"
16.2,"Archer to Tiwary, FOUR runs",inside edge past short fine. He follows Tiwary down leg side and he can't get the attempted slog away
16.1,"Archer to Pandya, 1 run","legcutter, good length and in at off stump. Punched to extra cover"
15.6,"Kartik Tyagi to Pandya, 1 run","dropped at deep midwicket. Tewatia had that in his grasp but couldn't keep it as he went to floor. Good length ball outside off, a slog off the inside half. He caught it in front of his right shin but it popped out as he lost balance and went forward"
15.5,"Kartik Tyagi to Tiwary, 1 run",just short of fine leg. Cramps him with another bouncer. He gets bat on the hook this time but not enough for it to carry
