match_no,batting_team,batting_side,overs,runs,"bowler_to_batsman, runs",commentary
3,BAN,1,4.2,4,"Naveen-ul-Haq to Shakib, FOUR runs","full on the stumps, clears his front leg and hits it over and to the left of the mid-on fielder. A much-needed boundary for Bangladesh"
3,BAN,1,4.3,4,"Naveen-ul-Haq to Shakib, FOUR runs","smashed past the point fielder. A length ball, width on offer and Shakib doesn't hesitate in freeing his arms"
3,BAN,1,4.4,0,"Naveen-ul-Haq to Shakib, no run",an offcutter on the stumps. Shakib defends it back towards the bowler
3,BAN,1,4.5,1,"Naveen-ul-Haq to Shakib, 1 run","another slower one, 102kph. Shakib waits for it to arrive and cuts it past point. Only a single this time"
3,BAN,1,4.6,0,"Naveen-ul-Haq to Mushfiqur, no run","full outside off, Mushfiqur reaches out for it but fails to connect"
3,BAN,1,5.1,2,"Mujeeb to Shakib, 2 runs","length outside off, cuts it past point for a couple"
3,BAN,1,5.2,W,"Mujeeb to Shakib, OUT",Mujeeb gets his third. Another left-hander bowled through the gate with the carrom ball. Shakib backs away to give him some room and looks to smash it down the ground. Misses it altogether and the ball clatters into middle and leg stump
3,BAN,1,5.3,2,"Mujeeb to Afif, 2 runs","length ball outside off, dabbed past the slip for two"
3,BAN,1,5.4,0,"Mujeeb to Afif, no run","length ball on the stumps, goes for the reverse sweep but is hit on the pad. Was heading down, I think"
3,BAN,1,5.5,1lb,"Mujeeb to Afif, 1 leg bye",length ball straying onto the pads. Misses the flick but will collect a leg-bye to square leg
3,BAN,1,5.6,1,"Mujeeb to Mushfiqur, 1 run","full on the stumps, flicked towards deep square leg"
3,BAN,1,6.1,0,"Rashid Khan to Mushfiqur, no run","a length ball around off, looked like a googly. Defended"
3,BAN,1,6.2,W,"Rashid Khan to Mushfiqur, OUT","another googly. Comes on the front foot to defend but is beaten on the inside edge and is rapped on the front pad. A loud appeal for lbw but not given. Afghanistan have sent this upstairs. No bat involved, but was it spinning down the leg side? The ball tracking says no. The impact was in front of the middle stump and it would have clattered into the leg stump. Mushfiqur walks back. Bangladesh reeling at 28 for 4"
3,BAN,1,6.3,1,"Rashid Khan to Mahmudullah, 1 run","full outside off, another googly. Mahmudullah looks to drive through covers, gets an inside edge towards short fine leg"
3,BAN,1,6.4,1,"Rashid Khan to Afif, 1 run","length ball around off, tapped towards covers for one"
3,BAN,1,6.5,0,"Rashid Khan to Mahmudullah, no run","length ball on the stumps, goes back and defends it towards forward square leg"
3,BAN,1,6.6,1,"Rashid Khan to Mahmudullah, 1 run","full outside off, 90kph. Flicked towards deep midwicket"
3,BAN,1,7.1,0,"M Nabi to Mahmudullah, no run",use of feet to this length ball outside off. Pushed towards short midwicket
3,BAN,1,7.2,1,"M Nabi to Mahmudullah, 1 run","length outside off, stays back and opens the face of the bat to work it towards short third for a quick single"
3,BAN,1,7.3,1,"M Nabi to Afif, 1 run",backs away towards the leg side but Nabi follows him with a length ball. Turned towards square leg
3,BAN,1,7.4,1,"M Nabi to Mahmudullah, 1 run","length ball on the stumps, punched towards long-on"
3,BAN,1,7.5,0,"M Nabi to Afif, no run","length ball on the pads, flicked towards short fine leg"
3,BAN,1,7.6,1,"M Nabi to Afif, 1 run","full outside off, backs away but had to reach out in the end. Goes over covers but no real power or timing on it. Lands well short of the deep extra cover who was charging in"
3,BAN,1,8.1,1lb,"Naveen-ul-Haq to Afif, 1 leg bye","full, pitching outside leg and angling in. Afif goes for the pick up shot but misses and is hit on the pads. Gets a leg-bye to square leg"
3,BAN,1,8.2,1,"Naveen-ul-Haq to Mahmudullah, 1 run","slower one, 100kph. Full outside off and flicked towards midwicket"
3,BAN,1,8.3,1,"Naveen-ul-Haq to Afif, 1 run","length ball on the stumps, cross-seam. Punched towards long-on"
3,BAN,1,8.4,1,"Naveen-ul-Haq to Mahmudullah, 1 run","full outside off, flicked towards wide long-on where the deep midwicket fielder and the long-on fielder have a mild collision"
3,BAN,1,8.5,2,"Naveen-ul-Haq to Afif, 2 runs","length ball around off, punched towards mid-off where Najibullah Zadran slips as he tries to move to his right, and the batters collect an easy single. A sign of dew?"
3,BAN,1,8.6,1,"Naveen-ul-Haq to Afif, 1 run","banged into the pitch, is a slower one as well - 111kph. Pulled towards deep midwicket"
3,BAN,1,9.1,0,"M Nabi to Afif, no run","length ball on the stumps, finds the point fielder with the reverse sweep"
3,BAN,1,9.2,2,"M Nabi to Afif, 2 runs","another reverse sweep, this time he goes to the left of the point fielder but Ibrahim Zadran sprints to his right from deep cover and saves a boundary with a dive"
3,BAN,1,9.3,1,"M Nabi to Afif, 1 run","length ball on the stumps, flicked in front of square leg for one"
3,BAN,1,9.4,0,"M Nabi to Mahmudullah, no run",length ball around off and spinning in. Flicked towards midwicket
3,BAN,1,9.5,4,"M Nabi to Mahmudullah, FOUR runs","length ball but this time it's down the leg side. Mahmudullah flicks it fine this time, to the right of short fine and picks up a boundary"
3,BAN,1,9.6,1,"M Nabi to Mahmudullah, 1 run","length ball on the stumps, punched towards long-on. Fifty comes up for Bangladesh"
3,BAN,1,10.1,2,"Rashid Khan to Mahmudullah, 2 runs","full around off, goes for a slog sweep but fails to middle it. Ends up dragging it towards deep square leg. Sprints back for the second, puts in a dive as well to be on the safer side"
3,BAN,1,10.2,1,"Rashid Khan to Mahmudullah, 1 run","length ball on the stumps, flicks it wide of long-on but will get only one this time"
3,BAN,1,10.3,W,"Rashid Khan to Afif, OUT","given lbw, and reviewed. A googly, pitching on leg and spinning away. The batter was caught on the back foot and was late in bringing the bat down. Hit him just below the knee roll. The replay shows it pitched on middle and leg, hit the batter in front of middle and was going to hit middle and off. Half the Bangladesh side is back in the pavilion"
3,BAN,1,10.4,1,"Rashid Khan to Mosaddek, 1 run",use his feet and flicks it towards square leg. More like from the inside half of the bat
3,BAN,1,10.5,0,"Rashid Khan to Mahmudullah, no run","length outside off, a googly. Mahmudullah chops it towards short third"
3,BAN,1,10.6,1,"Rashid Khan to Mahmudullah, 1 run","another googly, goes back and punches it to the left of extra cover, who makes a diving stop to keep it to one"
3,BAN,1,11.1,1,"M Nabi to Mahmudullah, 1 run","length ball on the stumps, stays back and punches it towards long-on"
3,BAN,1,11.2,1,"M Nabi to Mosaddek, 1 run","length ball on the stumps, punched towards long-on for another single"
3,BAN,1,11.3,1,"M Nabi to Mahmudullah, 1 run","length ball around off, goes back and across and steers it to the right of short third"
3,BAN,1,11.4,6,"M Nabi to Mosaddek, SIX runs","down the track and goes straight down the ground. Got more height than distance. Omarzai runs to his right from long-off and takes it just inside the boundary line and tosses it to Rashid, who came in from long-on. The question is if Omarzai's shoe touched the boundary cushion. The soft signal is out but I think the shoe just brushed the boundary line. The third umpire says as much, so it's a six for Mosaddek and Bangladesh"
3,BAN,1,11.5,0,"M Nabi to Mosaddek, no run","length outside off, punched towards extra cover off the back foot"
3,BAN,1,11.6,2,"M Nabi to Mosaddek, 2 runs","length ball on the stumps, moves across and flicks it past square leg for a couple"
3,BAN,1,12.1,1,"Rashid Khan to Mahmudullah, 1 run","a googly outside off, 93kph. Mahmudullah looks to drive through covers but gets an inside edge towards backward square leg"
3,BAN,1,12.2,1,"Rashid Khan to Mosaddek, 1 run",use his feet but isn't to the pitch of the ball. Pushes it towards long-off for one
3,BAN,1,12.3,0,"Rashid Khan to Mahmudullah, no run","length outside off, stays back and steers it towards short third"
3,BAN,1,12.4,1,"Rashid Khan to Mahmudullah, 1 run","full on the stumps, flicked in front of square leg for one"
3,BAN,1,12.5,2,"Rashid Khan to Mosaddek, 2 runs","down the track, gets to the pitch of the ball, too close to it perhaps. Hits it through covers and comes back for the second"
3,BAN,1,12.6,1,"Rashid Khan to Mosaddek, 1 run","short of length, goes back and pulls it towards deep square leg"
3,BAN,1,13.1,1,"Mujeeb to Mosaddek, 1 run","a carrom ball around off, flicked towards short midwicket. Mujeeb himself fields it"
3,BAN,1,13.2,2,"Mujeeb to Mahmudullah, 2 runs","length ball around off, stays back and works it towards deep midwicket"
3,BAN,1,13.3,1,"Mujeeb to Mahmudullah, 1 run","a googly. A length ball outside off, opens the face of the bat to work it towards backward point"
3,BAN,1,13.4,2,"Mujeeb to Mosaddek, 2 runs","length ball on the stumps, tucked away towards midwicket. The fielder charges in and throws it to the bowler's end. On the volley to Mujeeb who too a couple of steps but could make only a partial stop"
3,BAN,1,13.5,1,"Mujeeb to Mosaddek, 1 run","flatter around off, punched towards long-on"
3,BAN,1,13.6,0,"Mujeeb to Mahmudullah, no run","length outside off, steered towards backward point"
3,BAN,1,14.1,4,"Naveen-ul-Haq to Mosaddek, FOUR runs",full but angling towards the pads. Mosaddek moves across a touch and flicks it fine for four
3,BAN,1,14.2,0,"Naveen-ul-Haq to Mosaddek, no run","a length ball around off and middle, defended"
3,BAN,1,14.3,1,"Naveen-ul-Haq to Mosaddek, 1 run","slower one, 108kph. Full outside off, flicked towards midwicket"
3,BAN,1,14.4,1,"Naveen-ul-Haq to Mahmudullah, 1 run",walks at the bowler and flicks this full ball around off towards deep midwicket
3,BAN,1,14.5,1,"Naveen-ul-Haq to Mosaddek, 1 run","short, pitched well outside off and pulled down towards deep square leg"
3,BAN,1,14.6,1,"Naveen-ul-Haq to Mahmudullah, 1 run","length ball on the stumps, tucked away towards square leg with the angle"
3,BAN,1,15.1,1,"Rashid Khan to Mahmudullah, 1 run",almost a yorker on the leg stump. Mahmudullah backs away and digs it out towards wide long-on
3,BAN,1,15.2,0,"Rashid Khan to Mosaddek, no run","an appeal for stumping. A legbreak around off, spinning away to just miss the off stump. Mosaddek was looking to go inside out over extra cover but misses. Gurbaz collects the ball and breaks the stumps. The foot was grounded but was there some part behind the crease? Yes, a smidgen. Mosaddek survives again"
3,BAN,1,15.3,1,"Rashid Khan to Mosaddek, 1 run",length ball around off and spinning away slightly. Turned in front of square leg. Rashid sprints across to field it but cannot stop the single
3,BAN,1,15.4,W,"Rashid Khan to Mahmudullah, OUT","full around off, it's another legbreak from Rashid. Mahmudullah goes for the slog sweep but gets more of a top edge. Ibrahim Zadran runs in from deep midwicket, dives forward and completes the catch"
3,BAN,1,15.5,2,"Rashid Khan to Mosaddek, 2 runs",googly but down the leg side. Mosaddek manages a faint edge on the flick. The short fine leg should have stopped it. He dives to his right but mesess up
3,BAN,1,15.6,4,"Rashid Khan to Mosaddek, FOUR runs",further down the leg side and a much better connection this time. Even finer and short fine leg had little chance to stop it this time
3,BAN,1,16.1,1,"Fazalhaq Farooqi to Mahedi Hasan, 1 run",starts the new spell with a slower one banged into the pitch. 103 kph. Dabbed towards point for a quick single
3,BAN,1,16.2,4,"Fazalhaq Farooqi to Mosaddek, FOUR runs","a full toss around off, opens the face of the bat to guide it between point and short third"
3,BAN,1,16.3,1,"Fazalhaq Farooqi to Mosaddek, 1 run",a slower one bowled into the surface. Mosaddek was looking to pull it first but had ample time to change his mind. Dabs it towards short third in the end
3,BAN,1,16.4,1,"Fazalhaq Farooqi to Mahedi Hasan, 1 run",another slower one. This time slightly fuller and wider. Dabbed to the right of short third. Zazai there
3,BAN,1,16.5,1,"Fazalhaq Farooqi to Mosaddek, 1 run",another full toss outside off. Slashes at it but this time there's a deep backward point in place. Only a single
3,BAN,1,16.6,0,"Fazalhaq Farooqi to Mahedi Hasan, no run",almost a yorker on the middle stump. Jams his bat at it
3,BAN,1,17.1,1,"Naveen-ul-Haq to Mosaddek, 1 run","length ball outside off, worked towards deep midwicket"
3,BAN,1,17.2,0,"Naveen-ul-Haq to Mahedi Hasan, no run",a wide yorker. Jams his bat at it but fails to connect
3,BAN,1,17.3,1w,"Naveen-ul-Haq to Mahedi Hasan, 1 wide",another wide yorker. Mahedi throws his bat at it but it's too far away
3,BAN,1,17.3,1,"Naveen-ul-Haq to Mahedi Hasan, 1 run",a slower ball. Full and way outside off. Hits it aerially towards deep extra cover
3,BAN,1,17.4,4,"Naveen-ul-Haq to Mosaddek, FOUR runs",full and wide. Moves across a touch and opens the face of the bat to steer it to the right of the diving short third
3,BAN,1,17.5,1,"Naveen-ul-Haq to Mosaddek, 1 run","a yorker on the middle stump. Jams his bat at it, gets a bottom edge behind the stumps. Gurbaz sprints in and breaks the stumps with an underarm throw but Mahedi was in by then"
3,BAN,1,17.6,0,"Naveen-ul-Haq to Mahedi Hasan, no run","length ball around off, moves across and looks to paddle it over short fine leg but fails to connect"
3,BAN,1,18.1,1,"Fazalhaq Farooqi to Mosaddek, 1 run","a slower length ball around off, steered towards sweeper cover"
3,BAN,1,18.2,1,"Fazalhaq Farooqi to Mahedi Hasan, 1 run","full outside off, attempts to go over extra cover but mistimes it towards sweeper cover"
3,BAN,1,18.3,1,"Fazalhaq Farooqi to Mosaddek, 1 run","another full toss outside off, slashed towards deep third"
3,BAN,1,18.4,1,"Fazalhaq Farooqi to Mahedi Hasan, 1 run","a slower one into the pitch, pitching outside leg and spinning in. Helped towards short fine leg"
3,BAN,1,18.5,1,"Fazalhaq Farooqi to Mosaddek, 1 run",goes for the yorker but ends up bowling a low full toss on the stumps. Worked towards extra cover where Nabi fields it and has a shy at the bowler's end. Misses. A direct hit would have been out
3,BAN,1,18.6,4,"Fazalhaq Farooqi to Mahedi Hasan, FOUR runs","Farooqi hasn't got his length right for the yorker tonight. Another full toss on the stumps, Mahedi moves across and paddles it over short fine leg for four"
3,BAN,1,19.1,1,"Azmatullah to Mosaddek, 1 run","a length ball on the stumps, backs away and hits it towards long-off"
3,BAN,1,19.2,1,"Azmatullah to Mahedi Hasan, 1 run","a low full toss around off, pushes it to the left of mid-off where the fielder makes a tumbling stop"
3,BAN,1,19.3,1,"Azmatullah to Mosaddek, 1 run","a slower one, full outside off, opens the face of the bat to dig it out towards the left of short third who makes a partial stop and that's enough to keep it to one"
